ACCIDENT_NO,ACCIDENT_DATE,ACCIDENT_TIME,ACCIDENT_TYPE,ACCIDENT_TYPE_DESC,DAY_OF_WEEK,DAY_WEEK_DESC,DCA_CODE,DCA_DESC,DIRECTORY,EDITION,PAGE,GRID_REFERENCE_X,GRID_REFERENCE_Y,LIGHT_CONDITION,LIGHT_CONDITION_DESC,NODE_ID_x,NO_OF_VEHICLES,NO_PERSONS,NO_PERSONS_INJ_2,NO_PERSONS_INJ_3,NO_PERSONS_KILLED,NO_PERSONS_NOT_INJ,POLICE_ATTEND,ROAD_GEOMETRY,ROAD_GEOMETRY_DESC,SEVERITY,SPEED_ZONE,NODE_ID_y,NODE_TYPE,AMG_X,AMG_Y,LG_AREA_NAME,REGION_NAME,DEG_URBAN_NAME,LATITUDE,LONGITUDE,POSTCODE
42002032657,7/09/2002,00.05.00,3,Struck animal,7,Saturday,167,STRUCK ANIMAL                        ,VCS,9.0,49,G,2.0,5,Dark No street lights,18154,1,1,1,0,0,0,2,5,Not at intersection,2,100,18154.0,N,2670298.168,2550028.327,ALPINE,NORTH EASTERN REGION,Country,-36.53379,146.90202,3740.0
42002034909,19/10/2002,22.15.00,3,Struck animal,7,Saturday,167,STRUCK ANIMAL                        ,MEL,40.0,84,E,10.0,5,Dark No street lights,141237,1,2,1,1,0,0,1,5,Not at intersection,2,80,141237.0,N,2530635.422,2394269.696,YARRA RANGES,METROPOLITAN SOUTH EAST REGION,Metropolitan Excluding CBD,-37.95224,145.34857,3160.0
42002035056,21/10/2002,21.00.00,3,Struck animal,2,Monday,167,STRUCK ANIMAL                        ,VCS,9.0,33,H,9.0,5,Dark No street lights,161922,1,1,0,1,0,0,1,5,Not at intersection,3,100,161922.0,N,2585737.441,2559157.645,BENALLA,NORTH EASTERN REGION,Country,-36.462959999999995,145.95665,3725.0
42002035097,17/10/2002,08.30.00,3,Struck animal,5,Thursday,167,STRUCK ANIMAL                        ,MEL,40.0,74,K,1.0,1,Day,141429,1,1,0,1,0,0,2,5,Not at intersection,3,50,141429.0,N,2528856.154,2402781.096,YARRA RANGES,METROPOLITAN SOUTH EAST REGION,Metropolitan Excluding CBD,-37.875609999999995,145.328,3786.0
42002036117,21/10/2002,14.00.00,3,Struck animal,2,Monday,167,STRUCK ANIMAL                        ,VCS,9.0,63,C,6.0,1,Day,163816,1,1,1,0,0,0,2,5,Not at intersection,2,100,163816.0,N,2599588.973,2467437.068,MANSFIELD,NORTH EASTERN REGION,Country,-37.28816,146.12327,3723.0
42002037335,4/11/2002,20.00.00,3,Struck animal,2,Monday,167,STRUCK ANIMAL                        ,,,,,,2,Dusk/Dawn,-3,1,1,0,1,0,0,2,5,Not at intersection,3,100,,,,,,,,,,
42002038687,20/11/2002,08.10.00,3,Struck animal,4,Wednesday,167,STRUCK ANIMAL                        ,VCS,9.0,61,B,2.0,1,Day,170049,1,1,1,0,0,0,1,5,Not at intersection,2,100,170049.0,N,2505262.164,2497432.856,MITCHELL,NORTHERN REGION,Country,-37.02312,145.05913999999999,3662.0
42002039833,26/11/2002,22.30.00,3,Struck animal,3,Tuesday,183,OFF LEFT BEND INTO OBJECT/PARKED VEHICLE          ,MEL,40.0,20,D,11.0,3,Dark Street lights on,141744,1,1,0,1,0,0,1,5,Not at intersection,3,50,141744.0,N,2506892.92,2418013.589,BANYULE,METROPOLITAN NORTH WEST REGION,Metropolitan Excluding CBD,-37.73879,145.07821,3084.0
42003000117,21/12/2002,21.20.00,3,Struck animal,7,Saturday,167,STRUCK ANIMAL                        ,VCS,9.0,34,F,3.0,5,Dark No street lights,163870,1,2,0,1,0,1,1,5,Not at intersection,3,100,163870.0,N,2616489.294,2601352.531,INDIGO,NORTH EASTERN REGION,Country,-36.07943,146.29334,3685.0
42003001064,14/12/2002,23.45.00,3,Struck animal,7,Saturday,167,STRUCK ANIMAL                        ,VCS,9.0,417,A,6.0,6,Dark Street lights unknown,170053,1,1,0,1,0,0,2,5,Not at intersection,3,100,170053.0,N,2496395.58,2462923.505,MITCHELL,NORTHERN REGION,Country,-37.33412,144.95932,3764.0
42003001997,27/12/2002,18.30.00,3,Struck animal,6,Friday,167,STRUCK ANIMAL                        ,VCS,9.0,35,C,9.0,1,Day,18160,1,1,1,0,0,0,2,5,Not at intersection,2,100,18160.0,N,2646923.519,2558689.245,WANGARATTA,NORTH EASTERN REGION,Country,-36.45966,146.63934,3735.0
42003002344,4/01/2003,05.40.00,3,Struck animal,7,Saturday,167,STRUCK ANIMAL                        ,VCS,9.0,62,D,5.0,2,Dusk/Dawn,163891,1,5,1,4,0,0,1,5,Not at intersection,2,100,163891.0,N,2564955.664,2476314.606,MURRINDINDI,NORTH EASTERN REGION,Country,-37.2112,145.73189,3714.0
42003004036,25/01/2003,23.15.00,3,Struck animal,7,Saturday,167,STRUCK ANIMAL                        ,VCS,9.0,62,B,3.0,5,Dark No street lights,163902,1,1,0,1,0,0,1,5,Not at intersection,3,100,163902.0,N,2554094.437,2491389.679,MURRINDINDI,NORTH EASTERN REGION,Country,-37.07604,145.60843,3719.0
42003005083,8/02/2003,23.40.00,3,Struck animal,7,Saturday,167,STRUCK ANIMAL                        ,VCS,9.0,49,E,2.0,5,Dark No street lights,163908,1,1,1,0,0,0,1,5,Not at intersection,2,100,163908.0,N,2656898.968,2549667.638,ALPINE,NORTH EASTERN REGION,Country,-36.539359999999995,146.75247,3740.0
42003005239,5/02/2003,12.45.00,3,Struck animal,4,Wednesday,167,STRUCK ANIMAL                        ,MEL,40.0,60,F,8.0,1,Day,143179,1,1,0,1,0,0,1,5,Not at intersection,3,50,143179.0,N,2507918.349,2404844.205,BOROONDARA,METROPOLITAN SOUTH EAST REGION,Metropolitan Excluding CBD,-37.85743,145.08998,3146.0
42003006140,11/02/2003,07.55.00,3,Struck animal,3,Tuesday,167,STRUCK ANIMAL                        ,MEL,40.0,51,C,12.0,1,Day,142822,1,1,0,1,0,0,2,5,Not at intersection,3,50,142822.0,N,2526062.036,2407988.627,MAROONDAH,METROPOLITAN SOUTH EAST REGION,Metropolitan Excluding CBD,-37.82877,145.29605,3153.0
42003007586,1/03/2003,11.40.00,3,Struck animal,7,Saturday,167,STRUCK ANIMAL                        ,VCS,9.0,47,F,6.0,1,Day,221951,1,1,1,0,0,0,2,2,T intersection,2,100,221951.0,I,2576223.236,2521029.472,STRATHBOGIE,NORTH EASTERN REGION,Country,-36.807390000000005,145.85431,3669.0
42003008805,16/02/2003,08.00.00,3,Struck animal,1,Sunday,167,STRUCK ANIMAL                        ,VCS,9.0,61,E,4.0,1,Day,167989,1,1,1,0,0,0,2,5,Not at intersection,2,100,167989.0,N,2520615.542,2479527.793,MURRINDINDI,NORTH EASTERN REGION,Country,-37.18427,145.2322,3660.0
42003008945,3/03/2003,07.15.00,3,Struck animal,2,Monday,167,STRUCK ANIMAL                        ,VCS,9.0,48,H,3.0,2,Dusk/Dawn,163928,1,1,1,0,0,0,2,5,Not at intersection,2,100,163928.0,N,2627812.669,2541979.958,WANGARATTA,NORTH EASTERN REGION,Country,-36.613009999999996,146.42893999999998,3678.0
42003009792,7/03/2003,12.00.00,3,Struck animal,6,Friday,167,STRUCK ANIMAL                        ,MEL,40.0,291,E,6.0,1,Day,152162,1,1,1,0,0,0,2,5,Not at intersection,2,100,152162.0,N,2565807.105,2418500.653,YARRA RANGES,METROPOLITAN SOUTH EAST REGION,Small Towns,-37.7321,145.74659,3799.0
42003010192,21/03/2003,20.45.00,3,Struck animal,6,Friday,167,STRUCK ANIMAL                        ,VCS,9.0,36,F,7.0,5,Dark No street lights,163938,1,3,1,0,0,2,1,5,Not at intersection,2,100,163938.0,N,2702706.332,2570804.837,TOWONG,NORTH EASTERN REGION,Country,-36.3402,147.25835,3701.0
42003010234,21/03/2003,20.00.00,3,Struck animal,6,Friday,167,STRUCK ANIMAL                        ,VCS,9.0,35,H,5.0,5,Dark No street lights,163940,1,1,0,1,0,0,1,5,Not at intersection,3,100,163940.0,N,2674728.139,2583489.454,INDIGO,NORTH EASTERN REGION,Country,-36.23147,146.94385,3691.0
42003011257,3/04/2003,12.30.00,3,Struck animal,5,Thursday,167,STRUCK ANIMAL                        ,MEL,40.0,69,H,6.0,1,Day,143593,1,1,1,0,0,0,1,5,Not at intersection,2,50,143593.0,N,2508453.225,2400617.425,MONASH,METROPOLITAN SOUTH EAST REGION,Metropolitan Excluding CBD,-37.895509999999994,145.09611,3166.0
42003011701,5/04/2003,22.30.00,3,Struck animal,7,Saturday,167,STRUCK ANIMAL                        ,VCS,9.0,61,E,3.0,5,Dark No street lights,168374,1,1,0,1,0,0,1,5,Not at intersection,3,100,168374.0,N,2518145.181,2489650.783,MITCHELL,NORTHERN REGION,Country,-37.093090000000004,145.20413,3660.0
42003011943,5/04/2003,12.45.00,3,Struck animal,7,Saturday,167,STRUCK ANIMAL                        ,VCS,9.0,48,E,8.0,1,Day,189086,1,1,1,0,0,0,2,5,Not at intersection,2,100,189086.0,O,2609354.7268,2507164.2188,MANSFIELD,NORTH EASTERN REGION,Country,-36.92908,146.22762,3723.0
42003012006,4/04/2003,07.15.00,3,Struck animal,6,Friday,167,STRUCK ANIMAL                        ,VCS,9.0,61,F,4.0,2,Dusk/Dawn,163955,1,1,0,1,0,0,1,5,Not at intersection,3,100,163955.0,N,2522984.409,2484259.39,MURRINDINDI,NORTH EASTERN REGION,Country,-37.14157,145.25874,3660.0
42003014123,17/04/2003,18.15.00,3,Struck animal,5,Thursday,167,STRUCK ANIMAL                        ,MEL,40.0,271,F,7.0,5,Dark No street lights,143794,1,1,0,1,0,0,1,5,Not at intersection,3,80,143794.0,N,2519489.035,2424544.876,NILLUMBIK,METROPOLITAN NORTH WEST REGION,Country,-37.679759999999995,145.22095,3097.0
42003015102,2/05/2003,04.45.00,3,Struck animal,6,Friday,167,STRUCK ANIMAL                        ,VCS,9.0,417,E,5.0,4,Dark Street lights off,170070,1,1,1,0,0,0,2,5,Not at intersection,2,110,170070.0,N,2504147.858,2464728.74,MITCHELL,NORTHERN REGION,Country,-37.31785,145.0468,3764.0
42003016319,14/05/2003,05.00.00,3,Struck animal,4,Wednesday,167,STRUCK ANIMAL                        ,VCS,9.0,63,J,3.0,2,Dusk/Dawn,24189,1,2,0,1,0,1,1,5,Not at intersection,3,100,24189.0,N,2628470.483,2486741.293,(MOUNT STIRLING),NORTH EASTERN REGION,Country,-37.1107,146.44567,3723.0
42003016591,18/05/2003,09.30.00,3,Struck animal,1,Sunday,167,STRUCK ANIMAL                        ,VCS,9.0,37,B,4.0,1,Day,161948,1,1,0,1,0,0,2,5,Not at intersection,3,100,161948.0,N,2731632.884,2588815.185,TOWONG,NORTH EASTERN REGION,Country,-36.17132,147.57504,3701.0
42003019432,15/02/2003,03.00.00,3,Struck animal,7,Saturday,167,STRUCK ANIMAL                        ,VCS,9.0,61,C,3.0,5,Dark No street lights,170075,1,1,0,1,0,0,2,5,Not at intersection,3,100,170075.0,N,2509610.109,2490045.543,MITCHELL,NORTHERN REGION,Small Towns,-37.089659999999995,145.10811,3659.0
42003021412,25/06/2003,18.30.00,3,Struck animal,4,Wednesday,167,STRUCK ANIMAL                        ,VCS,9.0,49,C,2.0,5,Dark No street lights,186116,1,1,0,1,0,0,1,5,Not at intersection,3,100,186116.0,N,2648089.578,2550311.807,WANGARATTA,NORTH EASTERN REGION,Country,-36.53497,146.65397,3735.0
42003021532,21/06/2003,14.40.00,3,Struck animal,7,Saturday,167,STRUCK ANIMAL                        ,MEL,40.0,46,J,1.0,1,Day,144657,1,1,1,0,0,0,1,5,Not at intersection,2,999,144657.0,N,2509064.675,2412484.409,BOROONDARA,METROPOLITAN SOUTH EAST REGION,Metropolitan Excluding CBD,-37.78859,145.10291999999998,3104.0
42003021697,22/06/2003,19.20.00,3,Struck animal,1,Sunday,167,STRUCK ANIMAL                        ,VCS,9.0,37,H,3.0,5,Dark No street lights,186120,1,1,1,0,0,0,1,5,Not at intersection,2,100,186120.0,N,2766847.647,2598897.744,TOWONG,NORTH EASTERN REGION,Country,-36.071259999999995,147.9628,3708.0
42003023036,6/07/2003,17.10.00,3,Struck animal,1,Sunday,167,STRUCK ANIMAL                        ,MEL,40.0,73,K,3.0,1,Day,144953,1,1,0,1,0,0,1,5,Not at intersection,3,60,144953.0,N,2525013.195,2401774.536,KNOX,METROPOLITAN SOUTH EAST REGION,Metropolitan Excluding CBD,-37.88479,145.28435,3156.0
42003025114,25/07/2003,17.25.00,3,Struck animal,6,Friday,167,STRUCK ANIMAL                        ,VCS,9.0,35,B,4.0,1,Day,186143,1,1,0,1,0,0,2,5,Not at intersection,3,100,186143.0,N,2642443.618,2595679.634,INDIGO,NORTH EASTERN REGION,Country,-36.12702,146.5825,3683.0
42003026311,4/08/2003,05.30.00,3,Struck animal,2,Monday,167,STRUCK ANIMAL                        ,MEL,40.0,22,A,2.0,3,Dark Street lights on,44849,1,1,1,0,0,0,1,1,Cross intersection,2,60,44849.0,I,2513579.375,2421846.236,NILLUMBIK,METROPOLITAN NORTH WEST REGION,Metropolitan Excluding CBD,-37.70418,145.154,3095.0
42003029062,2/07/2003,21.30.00,3,Struck animal,4,Wednesday,167,STRUCK ANIMAL                        ,MEL,40.0,265,F,10.0,9,Unknown,145113,1,1,1,0,0,0,2,5,Not at intersection,2,999,145113.0,N,2527450.365,2428381.828,NILLUMBIK,METROPOLITAN NORTH WEST REGION,Country,-37.64498,145.31107,3775.0
42003029260,31/08/2003,20.45.00,3,Struck animal,1,Sunday,167,STRUCK ANIMAL                        ,MEL,40.0,306,K,1.0,3,Dark Street lights on,145356,1,1,1,0,0,0,1,5,Not at intersection,2,80,145356.0,N,2548344.628,2412430.672,YARRA RANGES,METROPOLITAN SOUTH EAST REGION,Other Towns,-37.787859999999995,145.54888,3139.0
42003030004,2/09/2003,20.30.00,3,Struck animal,3,Tuesday,167,STRUCK ANIMAL                        ,MEL,40.0,275,A,9.0,5,Dark No street lights,115683,1,1,0,1,0,0,2,5,Not at intersection,3,100,115683.0,N,2533248.468,2423836.12,YARRA RANGES,METROPOLITAN SOUTH EAST REGION,Country,-37.68575,145.37697,3770.0
42003031168,6/09/2003,01.00.00,3,Struck animal,7,Saturday,167,STRUCK ANIMAL                        ,VCS,9.0,36,C,4.0,5,Dark No street lights,15209,1,1,1,0,0,0,2,5,Not at intersection,2,100,15209.0,N,2690831.468,2591160.428,TOWONG,NORTH EASTERN REGION,Country,-36.159259999999996,147.12104,3691.0
42003031967,20/09/2003,05.50.00,3,Struck animal,7,Saturday,167,STRUCK ANIMAL                        ,VCS,9.0,62,E,6.0,2,Dusk/Dawn,149715,1,2,2,0,0,0,1,5,Not at intersection,2,100,149715.0,N,2568670.821,2465418.709,MURRINDINDI,NORTH EASTERN REGION,Country,-37.309129999999996,145.77473999999998,3712.0
42003033428,6/10/2003,19.15.00,3,Struck animal,2,Monday,167,STRUCK ANIMAL                        ,VCS,9.0,35,G,4.0,5,Dark No street lights,149720,3,3,0,1,0,2,1,5,Not at intersection,3,100,149720.0,N,2674286.382,2591748.407,WODONGA,NORTH EASTERN REGION,Small Provincial Cities,-36.157140000000005,146.93707,3694.0
42003037575,9/11/2003,09.00.00,3,Struck animal,1,Sunday,167,STRUCK ANIMAL                        ,VCS,9.0,63,B,6.0,1,Day,15224,1,1,0,1,0,0,2,5,Not at intersection,3,100,15224.0,O,2589040.0364,2467045.8507,MURRINDINDI,NORTH EASTERN REGION,Country,-37.29275,146.00433999999998,3713.0
42003038622,11/11/2003,20.30.00,3,Struck animal,3,Tuesday,167,STRUCK ANIMAL                        ,VCS,9.0,639,O,3.0,2,Dusk/Dawn,15196,1,1,0,1,0,0,1,5,Not at intersection,3,100,15196.0,N,2488139.169,2486964.972,MITCHELL,NORTHERN REGION,Small Towns,-37.1174,144.86652,3521.0
42003039679,29/11/2003,03.15.00,3,Struck animal,7,Saturday,167,STRUCK ANIMAL                        ,VCS,9.0,47,G,3.0,5,Dark No street lights,149763,2,2,0,2,0,0,1,5,Not at intersection,3,110,149763.0,N,2580860.371,2545785.34,BENALLA,NORTH EASTERN REGION,Country,-36.5839,145.90365,3670.0
42004000923,29/11/2003,11.00.00,3,Struck animal,7,Saturday,167,STRUCK ANIMAL                        ,VCS,9.0,80,F,4.0,1,Day,152217,1,1,0,1,0,0,2,5,Not at intersection,3,100,152217.0,N,2575336.583,2425597.5,YARRA RANGES,METROPOLITAN SOUTH EAST REGION,Country,-37.667429999999996,145.85397,3799.0
42004001025,30/12/2003,13.00.00,3,Struck animal,3,Tuesday,167,STRUCK ANIMAL                        ,VCS,9.0,50,D,5.0,1,Day,149791,1,1,0,1,0,0,1,5,Not at intersection,3,100,149791.0,N,2695260.434,2526865.234,ALPINE,NORTH EASTERN REGION,Country,-36.73767,147.18666000000002,3699.0
42004002101,12/01/2004,05.00.00,3,Struck animal,2,Monday,167,STRUCK ANIMAL                        ,VCS,9.0,417,A,7.0,5,Dark No street lights,146972,1,1,0,1,0,0,2,5,Not at intersection,3,100,146972.0,N,2496636.775,2460573.018,MITCHELL,NORTHERN REGION,Country,-37.3553,144.96203,3762.0
42004003950,17/10/2003,19.45.00,3,Struck animal,6,Friday,167,STRUCK ANIMAL                        ,MEL,40.0,271,F,6.0,5,Dark No street lights,146396,1,1,1,0,0,0,2,5,Not at intersection,2,100,146396.0,N,2519559.121,2425034.374,NILLUMBIK,METROPOLITAN NORTH WEST REGION,Country,-37.67535,145.22173,3097.0
42004005526,11/02/2004,23.25.00,3,Struck animal,4,Wednesday,167,STRUCK ANIMAL                        ,MEL,40.0,380,B,8.0,5,Dark No street lights,147380,1,1,0,1,0,0,1,5,Not at intersection,3,80,147380.0,N,2528929.231,2441918.974,MURRINDINDI,NORTH EASTERN REGION,Country,-37.52296,145.3273,3757.0
42004007998,3/03/2004,08.05.00,3,Struck animal,4,Wednesday,167,STRUCK ANIMAL                        ,VCS,9.0,417,E,11.0,1,Day,147914,2,2,2,0,0,0,1,5,Not at intersection,2,100,147914.0,N,2503531.425,2453490.347,MITCHELL,NORTHERN REGION,Country,-37.419129999999996,145.0399,3756.0
42004008509,27/02/2004,21.00.00,3,Struck animal,6,Friday,167,STRUCK ANIMAL                        ,VCS,9.0,35,B,1.0,2,Dusk/Dawn,189143,1,1,1,0,0,0,2,5,Not at intersection,2,100,189143.0,N,2641019.628,2610287.277,INDIGO,NORTH EASTERN REGION,Country,-35.9956,146.56402,3685.0
42004008923,13/03/2004,21.45.00,3,Struck animal,7,Saturday,167,STRUCK ANIMAL                        ,VCS,9.0,663,M,7.0,5,Dark No street lights,147833,1,3,0,2,0,1,1,5,Not at intersection,3,100,147833.0,N,2586273.058,2548923.144,BENALLA,NORTH EASTERN REGION,Other Towns,-36.55515,145.96378,3672.0
42004009139,13/03/2004,19.30.00,3,Struck animal,7,Saturday,167,STRUCK ANIMAL                        ,VCS,9.0,80,D,6.0,2,Dusk/Dawn,147904,1,1,1,0,0,0,2,5,Not at intersection,2,60,147904.0,N,2563153.684,2410385.647,YARRA RANGES,METROPOLITAN SOUTH EAST REGION,Country,-37.8054,145.71718,3799.0
42004009434,8/03/2004,06.45.00,3,Struck animal,2,Monday,167,STRUCK ANIMAL                        ,VCS,9.0,417,D,11.0,2,Dusk/Dawn,147918,1,1,0,1,0,0,2,5,Not at intersection,3,100,147918.0,N,2503305.095,2453518.344,MITCHELL,NORTHERN REGION,Country,-37.41888,145.03734,3756.0
42004009893,23/03/2004,05.50.00,3,Struck animal,3,Tuesday,167,STRUCK ANIMAL                        ,VCS,9.0,419,G,5.0,5,Dark No street lights,14931,1,1,1,0,0,0,1,5,Not at intersection,2,100,14931.0,N,2544191.721,2464446.018,MURRINDINDI,NORTH EASTERN REGION,Country,-37.31937,145.49863,3717.0
42004011987,9/04/2004,05.30.00,3,Struck animal,6,Friday,167,STRUCK ANIMAL                        ,VCS,9.0,417,D,11.0,5,Dark No street lights,148211,1,2,0,1,0,1,2,5,Not at intersection,3,100,148211.0,N,2502032.182,2453470.588,MITCHELL,NORTHERN REGION,Country,-37.419309999999996,145.02296,3756.0
42004013067,14/04/2004,19.20.00,3,Struck animal,4,Wednesday,167,STRUCK ANIMAL                        ,MEL,40.0,45,A,2.0,3,Dark Street lights on,148423,2,2,1,0,0,1,1,5,Not at intersection,2,100,148423.0,N,2501898.912,2412212.879,BOROONDARA,METROPOLITAN SOUTH EAST REGION,Metropolitan Excluding CBD,-37.79107,145.02156000000002,3101.0
42004014430,13/04/2004,23.10.00,3,Struck animal,3,Tuesday,167,STRUCK ANIMAL                        ,VCS,9.0,61,B,3.0,5,Dark No street lights,24369,1,1,0,1,0,0,2,5,Not at intersection,3,100,24369.0,N,2502709.054,2491650.176,MITCHELL,NORTHERN REGION,Country,-37.07525,145.03047,3660.0
42004015609,2/05/2004,17.15.00,3,Struck animal,1,Sunday,167,STRUCK ANIMAL                        ,MEL,40.0,263,K,9.0,2,Dusk/Dawn,148764,1,1,1,0,0,0,2,5,Not at intersection,2,70,148764.0,N,2520958.299,2428873.608,NILLUMBIK,METROPOLITAN NORTH WEST REGION,Country,-37.64072,145.23748,3759.0
42004015609,2/05/2004,17.15.00,3,Struck animal,1,Sunday,167,STRUCK ANIMAL                        ,MEL,40.0,263,K,9.0,2,Dusk/Dawn,148764,1,1,1,0,0,0,2,5,Not at intersection,2,70,148764.0,N,2520958.299,2428873.608,NILLUMBIK,METROPOLITAN NORTH WEST REGION,Small Towns,-37.64072,145.23748,3759.0
42004016531,13/05/2004,09.20.00,3,Struck animal,5,Thursday,167,STRUCK ANIMAL                        ,MEL,40.0,306,E,10.0,1,Day,148921,1,1,0,1,0,0,2,5,Not at intersection,3,60,148921.0,N,2546527.392,2408639.283,YARRA RANGES,METROPOLITAN SOUTH EAST REGION,Country,-37.822109999999995,145.52848,3139.0
42004017776,24/05/2004,18.00.00,3,Struck animal,2,Monday,167,STRUCK ANIMAL                        ,VCS,9.0,417,A,6.0,5,Dark No street lights,19481,1,1,0,1,0,0,1,1,Cross intersection,3,100,19481.0,I,2497303.507,2463761.686,MITCHELL,NORTHERN REGION,Country,-37.326570000000004,144.96957,3764.0
42004019824,11/06/2004,18.25.00,3,Struck animal,6,Friday,167,STRUCK ANIMAL                        ,MEL,40.0,34,D,7.0,3,Dark Street lights on,36302,1,1,0,1,0,0,1,2,T intersection,3,70,36302.0,I,2514651.032,2415091.774,MANNINGHAM,METROPOLITAN SOUTH EAST REGION,Metropolitan Excluding CBD,-37.76502,145.16629,3109.0
42004022577,6/07/2004,06.30.00,3,Struck animal,3,Tuesday,167,STRUCK ANIMAL                        ,VCS,9.0,49,D,4.0,4,Dark Street lights off,186605,1,4,0,2,0,2,1,5,Not at intersection,3,100,186605.0,N,2651058.508,2540003.415,ALPINE,NORTH EASTERN REGION,Country,-36.627390000000005,146.68917,3740.0
42004023616,18/07/2004,01.10.00,3,Struck animal,1,Sunday,167,STRUCK ANIMAL                        ,VCS,9.0,35,C,4.0,5,Dark No street lights,186797,1,1,0,1,0,0,1,5,Not at intersection,3,100,186797.0,N,2647808.271,2593966.578,INDIGO,NORTH EASTERN REGION,Country,-36.14163,146.64242,3683.0
42004026288,8/08/2004,20.45.00,3,Struck animal,1,Sunday,167,STRUCK ANIMAL                        ,VCS,9.0,429,C,5.0,5,Dark No street lights,221857,1,1,0,1,0,0,1,5,Not at intersection,3,100,221857.0,N,2536628.121,2440834.486,YARRA RANGES,METROPOLITAN SOUTH EAST REGION,Country,-37.53246,145.41445,3775.0
42004028226,29/08/2004,04.45.00,3,Struck animal,1,Sunday,167,STRUCK ANIMAL                        ,VCS,9.0,61,F,4.0,5,Dark No street lights,187718,1,1,0,1,0,0,1,5,Not at intersection,3,100,187718.0,N,2522442.3,2480291.638,MURRINDINDI,NORTH EASTERN REGION,Country,-37.17734,145.25275,3660.0
42004033811,10/10/2004,00.25.00,3,Struck animal,1,Sunday,167,STRUCK ANIMAL                        ,VCS,9.0,682,B,3.0,6,Dark Street lights unknown,192009,1,4,0,1,0,3,1,5,Not at intersection,3,100,192009.0,N,2521143.746,2447633.537,MURRINDINDI,NORTH EASTERN REGION,Country,-37.47167,145.23905,3757.0
42004034690,21/10/2004,04.40.00,3,Struck animal,5,Thursday,167,STRUCK ANIMAL                        ,MEL,40.0,646,J,12.0,9,Unknown,194075,1,1,0,1,0,0,2,5,Not at intersection,3,100,194075.0,N,2501078.085,2453387.547,MITCHELL,NORTHERN REGION,Country,-37.42006,145.01218,3756.0
42004035122,23/10/2004,09.15.00,3,Struck animal,7,Saturday,167,STRUCK ANIMAL                        ,MEL,40.0,49,J,8.0,1,Day,192251,1,1,0,1,0,0,1,5,Not at intersection,3,60,192251.0,N,2520769.176,2409843.324,MAROONDAH,METROPOLITAN SOUTH EAST REGION,Metropolitan Excluding CBD,-37.81219,145.23588,3134.0
42004035797,15/10/2004,21.00.00,3,Struck animal,6,Friday,167,STRUCK ANIMAL                        ,VCS,9.0,419,F,8.0,5,Dark No street lights,193079,1,1,0,1,0,0,1,5,Not at intersection,3,100,193079.0,N,2541943.949,2457601.614,MURRINDINDI,NORTH EASTERN REGION,Country,-37.38115,145.47366,3717.0
42004039676,19/11/2004,22.00.00,3,Struck animal,6,Friday,167,STRUCK ANIMAL                        ,VCS,9.0,35,A,7.0,5,Dark No street lights,193806,1,1,0,1,0,0,1,5,Not at intersection,3,100,193806.0,N,2639442.289,2571462.373,WANGARATTA,NORTH EASTERN REGION,Country,-36.345690000000005,146.55356,3746.0
42004041486,17/12/2004,21.20.00,3,Struck animal,6,Friday,167,STRUCK ANIMAL                        ,VCS,9.0,50,B,5.0,5,Dark No street lights,194192,1,2,0,2,0,0,1,5,Not at intersection,3,100,194192.0,N,2679910.666,2526478.542,ALPINE,NORTH EASTERN REGION,Country,-36.744209999999995,147.01491000000001,3741.0
42005002594,21/12/2004,18.30.00,3,Struck animal,3,Tuesday,167,STRUCK ANIMAL                        ,VCS,9.0,48,H,3.0,2,Dusk/Dawn,194580,1,1,0,1,0,0,2,5,Not at intersection,3,100,194580.0,N,2627753.216,2541908.488,WANGARATTA,NORTH EASTERN REGION,Country,-36.61367,146.42829,3678.0
42005003583,16/01/2005,15.00.00,3,Struck animal,1,Sunday,167,STRUCK ANIMAL                        ,VCS,9.0,47,B,7.0,1,Day,25049,1,1,1,0,0,0,2,5,Not at intersection,2,100,25049.0,N,2550907.788,2513788.268,STRATHBOGIE,NORTH EASTERN REGION,Country,-36.874359999999996,145.57107,3666.0
42005003924,21/01/2005,23.00.00,3,Struck animal,6,Friday,167,STRUCK ANIMAL                        ,VCS,9.0,80,B,4.0,5,Dark No street lights,25007,1,3,0,3,0,0,2,1,Cross intersection,3,100,25007.0,O,2551315.2604,2429087.1799,YARRA RANGES,METROPOLITAN SOUTH EAST REGION,Country,-37.63762,145.58145,3777.0
42005006573,8/02/2005,15.30.00,3,Struck animal,3,Tuesday,167,STRUCK ANIMAL                        ,VCS,9.0,417,B,4.0,1,Day,195336,1,1,1,0,0,0,1,5,Not at intersection,2,80,195336.0,N,2499291.14,2466496.734,MITCHELL,NORTHERN REGION,Country,-37.30193,144.99200000000002,3764.0
42005007019,15/02/2005,20.30.00,3,Struck animal,3,Tuesday,167,STRUCK ANIMAL                        ,MEL,40.0,393,E,10.0,5,Dark No street lights,195380,1,1,1,0,0,0,1,5,Not at intersection,2,100,195380.0,N,2519129.712,2433338.6,NILLUMBIK,METROPOLITAN NORTH WEST REGION,Country,-37.60053,145.21665,3099.0
