ACCIDENT_NO,ACCIDENT_DATE,ACCIDENT_TIME,ACCIDENT_TYPE,ACCIDENT_TYPE_DESC,DAY_OF_WEEK,DAY_WEEK_DESC,DCA_CODE,DCA_DESC,DIRECTORY,EDITION,PAGE,GRID_REFERENCE_X,GRID_REFERENCE_Y,LIGHT_CONDITION,LIGHT_CONDITION_DESC,NODE_ID_x,NO_OF_VEHICLES,NO_PERSONS,NO_PERSONS_INJ_2,NO_PERSONS_INJ_3,NO_PERSONS_KILLED,NO_PERSONS_NOT_INJ,POLICE_ATTEND,ROAD_GEOMETRY,ROAD_GEOMETRY_DESC,SEVERITY,SPEED_ZONE,NODE_ID_y,NODE_TYPE,AMG_X,AMG_Y,LG_AREA_NAME,REGION_NAME,DEG_URBAN_NAME,LATITUDE,LONGITUDE,POSTCODE
T20090035657,13/9/09,19.00.00,3,Struck animal,1,Sunday,167,STRUCK ANIMAL                        ,VCS,9,99,C,3.0,5,Dark No street lights,226372,1,2,0,1,0,1,1,5,Not at intersection,3,100,226372.0,N,2684692.356,2379002.722,WELLINGTON,EASTERN REGION,RURAL_VICTORIA,-38.07189,147.10496,3851.0
T20090036082,17/9/09,11.00.00,3,Struck animal,5,Thursday,167,STRUCK ANIMAL                        ,VCS,9,45,D,7.0,1,Day,226483,1,1,0,1,0,0,2,5,Not at intersection,3,999,226483.0,N,2477078.306,2514245.095,BENDIGO,NORTHERN REGION,RURAL_VICTORIA,-36.871340000000004,144.74288,3523.0
T20090036477,11/9/09,17.45.00,3,Struck animal,6,Friday,167,STRUCK ANIMAL                        ,VCS,9,609,L,5.0,2,Dusk/Dawn,229840,1,1,1,0,0,0,2,5,Not at intersection,2,100,229840.0,O,2441793.0061,2526992.6899,BENDIGO,NORTHERN REGION,RURAL_VICTORIA,-36.754940000000005,144.34806,3551.0
T20090036533,19/9/09,19.08.00,3,Struck animal,7,Saturday,167,STRUCK ANIMAL                        ,VCS,9,63,C,3.0,5,Dark No street lights,226716,1,1,1,0,0,0,1,5,Not at intersection,2,100,226716.0,N,2599567.654,2491215.427,MANSFIELD,NORTH EASTERN REGION,RURAL_VICTORIA,-37.073890000000006,146.11987,3722.0
T20090036768,21/9/09,17.40.00,3,Struck animal,2,Monday,167,STRUCK ANIMAL                        ,VCS,9,31,B,5.0,1,Day,226498,1,1,1,0,0,0,2,5,Not at intersection,2,100,226498.0,N,2461620.579,2584039.993,CAMPASPE,NORTHERN REGION,RURAL_VICTORIA,-36.24181,144.57299999999998,3561.0
T20090037348,25/9/09,17.55.00,3,Struck animal,6,Friday,167,STRUCK ANIMAL                        ,VCS,9,416,G,2.0,2,Dusk/Dawn,226665,1,5,0,3,0,2,1,5,Not at intersection,3,100,226665.0,N,2488371.069,2471846.956,MITCHELL,NORTHERN REGION,RURAL_VICTORIA,-37.253640000000004,144.8689,3764.0
T20090038676,19/9/09,19.00.00,3,Struck animal,7,Saturday,167,STRUCK ANIMAL                        ,VCS,9,84,F,5.0,5,Dark No street lights,227108,1,1,0,1,0,0,2,5,Not at intersection,3,100,227108.0,N,2752103.103,2414380.973,EAST GIPPSLAND,EASTERN REGION,RURAL_VICTORIA,-37.73741,147.86073000000002,3885.0
T20090038978,8/10/09,07.15.00,3,Struck animal,5,Thursday,167,STRUCK ANIMAL                        ,MEL,40,3,F,8.0,2,Dusk/Dawn,226793,1,1,0,1,0,0,2,5,Not at intersection,3,100,226793.0,N,2480684.751,2424255.646,BRIMBANK,METROPOLITAN NORTH WEST REGION,MELB_URBAN,-37.68237,144.78101,3036.0
T20090039910,2/10/09,14.00.00,3,Struck animal,6,Friday,167,STRUCK ANIMAL                        ,VCS,9,45,D,8.0,1,Day,227162,1,1,0,1,0,0,2,5,Not at intersection,3,999,227162.0,N,2476640.12,2513321.995,BENDIGO,NORTHERN REGION,RURAL_VICTORIA,-36.87965,144.73793999999998,3523.0
T20090040063,15/10/09,08.50.00,3,Struck animal,5,Thursday,167,STRUCK ANIMAL                        ,VCS,9,69,J,6.0,1,Day,227509,1,1,0,1,0,0,1,5,Not at intersection,3,100,227509.0,N,2892397.702,2430505.786,EAST GIPPSLAND,EASTERN REGION,RURAL_VICTORIA,-37.54374,149.44228999999999,3891.0
T20090040814,28/9/09,11.15.00,3,Struck animal,2,Monday,167,STRUCK ANIMAL                        ,VCS,9,36,J,7.0,1,Day,227046,1,1,0,1,0,0,2,5,Not at intersection,3,100,227046.0,N,2719047.367,2568578.139,TOWONG,NORTH EASTERN REGION,RURAL_VICTORIA,-36.356629999999996,147.44096000000002,3701.0
T20090041507,24/10/09,21.18.00,3,Struck animal,7,Saturday,167,STRUCK ANIMAL                        ,MEL,40,391,D,1.0,5,Dark No street lights,227402,1,1,1,0,0,0,1,5,Not at intersection,2,100,227402.0,N,2511078.745,2436719.991,WHITTLESEA,METROPOLITAN NORTH WEST REGION,RURAL_VICTORIA,-37.570190000000004,145.12542,3755.0
T20090041675,26/10/09,08.20.00,3,Struck animal,2,Monday,167,STRUCK ANIMAL                        ,MEL,40,352,G,12.0,1,Day,227255,1,1,0,1,0,0,1,5,Not at intersection,3,100,227255.0,N,2477025.882,2427484.559,HUME,METROPOLITAN NORTH WEST REGION,RURAL_VICTORIA,-37.65319,144.73963,3427.0
T20090043042,5/11/09,05.30.00,3,Struck animal,5,Thursday,167,STRUCK ANIMAL                        ,VCS,9,44,H,4.0,6,Dark Street lights unknown,227673,1,1,0,0,1,0,1,5,Not at intersection,1,60,227673.0,N,2444587.089,2535279.892,BENDIGO,NORTHERN REGION,RURAL_VICTORIA,-36.68042,144.37996,3551.0
T20090043194,19/10/09,20.30.00,3,Struck animal,2,Monday,167,STRUCK ANIMAL                        ,MEL,40,83,H,7.0,5,Dark No street lights,227576,1,1,0,1,0,0,2,5,Not at intersection,3,80,227576.0,N,2528194.642,2395308.048,YARRA RANGES,METROPOLITAN SOUTH EAST REGION,RURAL_VICTORIA,-37.94296,145.32076,3156.0
T20090043408,7/11/09,21.00.00,3,Struck animal,7,Saturday,167,STRUCK ANIMAL                        ,MEL,40,480,G,5.0,5,Dark No street lights,227605,1,2,2,0,0,0,1,5,Not at intersection,2,100,227605.0,N,2445958.159,2361965.039,GEELONG,SOUTH WESTERN REGION,RURAL_VICTORIA,-38.24219,144.38273,3217.0
T20090043471,5/11/09,18.23.00,3,Struck animal,5,Thursday,167,STRUCK ANIMAL                        ,MEL,40,171,A,7.0,1,Day,227730,1,1,0,1,0,0,1,5,Not at intersection,3,50,227730.0,N,2494009.738,2346709.36,MORNINGTON PENINSULA,METROPOLITAN SOUTH EAST REGION,MELB_URBAN,-38.381170000000004,144.93145,3939.0
T20090044355,14/11/09,10.50.00,3,Struck animal,7,Saturday,167,STRUCK ANIMAL                        ,VCS,9,103,B,5.0,1,Day,229085,2,2,2,0,0,0,1,5,Not at intersection,2,100,229085.0,N,2593546.67,2306696.94,SOUTH GIPPSLAND,EASTERN REGION,RURAL_VICTORIA,-38.7368,146.0756,3959.0
T20090044725,17/11/09,00.15.00,3,Struck animal,3,Tuesday,167,STRUCK ANIMAL                        ,MEL,40,226,H,1.0,5,Dark No street lights,278432,1,1,1,0,0,0,2,5,Not at intersection,2,80,278432.0,N,2461899.234,2412451.16,MELTON,METROPOLITAN NORTH WEST REGION,RURAL_VICTORIA,-37.78815,144.56743,3338.0
T20090044750,7/11/09,01.40.00,3,Struck animal,7,Saturday,167,STRUCK ANIMAL                        ,VCS,9,425,D,10.0,5,Dark No street lights,227822,1,1,1,0,0,0,2,5,Not at intersection,2,100,227822.0,N,2465163.882,2432214.809,MELTON,METROPOLITAN NORTH WEST REGION,RURAL_VICTORIA,-37.6102,144.60542,3337.0
T20090044866,17/11/09,23.52.00,3,Struck animal,3,Tuesday,167,STRUCK ANIMAL                        ,MEL,40,183,B,9.0,3,Dark Street lights on,235464,1,1,0,1,0,0,1,5,Not at intersection,3,60,235464.0,N,2506291.339,2428785.586,WHITTLESEA,METROPOLITAN NORTH WEST REGION,MELB_URBAN,-37.641729999999995,145.07129,3752.0
T20090045369,4/11/09,05.50.00,3,Struck animal,4,Wednesday,167,STRUCK ANIMAL                        ,VCS,9,61,C,5.0,5,Dark No street lights,228298,1,1,0,1,0,0,2,5,Not at intersection,3,110,228298.0,N,2506181.509,2479142.267,MITCHELL,NORTHERN REGION,RURAL_VICTORIA,-37.18795,145.06963000000002,3658.0
T20090045918,24/11/09,06.45.00,3,Struck animal,3,Tuesday,167,STRUCK ANIMAL                        ,MEL,40,380,F,11.0,1,Day,228327,1,1,0,1,0,0,2,5,Not at intersection,3,80,228327.0,N,2530337.018,2440786.337,MURRINDINDI,NORTH EASTERN REGION,SMALL_TOWNS,-37.533120000000004,145.34327,3763.0
T20090046903,1/12/09,11.30.00,3,Struck animal,3,Tuesday,167,STRUCK ANIMAL                        ,VCS,9,63,B,4.0,1,Day,228216,1,1,1,0,0,0,2,5,Not at intersection,2,100,228216.0,N,2590342.652,2479568.122,MANSFIELD,NORTH EASTERN REGION,RURAL_VICTORIA,-37.17978,146.01752,3713.0
T20090048168,9/12/09,18.25.00,3,Struck animal,4,Wednesday,167,STRUCK ANIMAL                        ,MEL,40,190,K,4.0,1,Day,229154,1,1,1,0,0,0,1,2,T intersection,2,70,229154.0,N,2501453.481,2347765.04,MORNINGTON PENINSULA,METROPOLITAN SOUTH EAST REGION,RURAL_VICTORIA,-38.37168,145.01663,3937.0
T20090048941,12/12/09,21.00.00,3,Struck animal,7,Saturday,167,STRUCK ANIMAL                        ,VCS,9,76,A,5.0,5,Dark No street lights,228438,1,1,0,1,0,0,2,5,Not at intersection,3,80,228438.0,N,2369652.644,2421021.922,GOLDEN PLAINS,SOUTH WESTERN REGION,RURAL_VICTORIA,-37.70259,143.52173,3360.0
T20090049244,2/12/09,13.00.00,3,Struck animal,4,Wednesday,167,STRUCK ANIMAL                        ,VCS,9,414,J,13.0,1,Day,228647,1,1,1,0,0,0,2,5,Not at intersection,2,80,228647.0,N,2457165.3,2450552.63,MACEDON RANGES,NORTHERN REGION,RURAL_VICTORIA,-37.44463,144.51588,3437.0
T20090049252,12/12/09,11.00.00,3,Struck animal,7,Saturday,167,STRUCK ANIMAL                        ,,,,,,1,Day,-10,2,2,1,0,0,1,2,2,T intersection,2,60,,,,,,,,,,
T20090050505,24/12/09,21.10.00,3,Struck animal,5,Thursday,167,STRUCK ANIMAL                        ,MEL,40,20,E,4.0,3,Dark Street lights on,29437,4,7,0,1,0,6,1,2,T intersection,3,80,29437.0,I,2507494.347,2421106.8,BANYULE,METROPOLITAN NORTH WEST REGION,MELB_URBAN,-37.71091,145.085,3087.0
T20090051066,30/12/09,22.05.00,3,Struck animal,4,Wednesday,167,STRUCK ANIMAL                        ,VCS,9,32,B,9.0,5,Dark No street lights,229042,1,1,1,0,0,0,1,5,Not at intersection,2,100,229042.0,N,2501050.73,2561729.534,CAMPASPE,NORTHERN REGION,RURAL_VICTORIA,-36.443659999999994,145.01172,3623.0
T20100000210,2/1/10,22.20.00,3,Struck animal,7,Saturday,167,STRUCK ANIMAL                        ,VCS,9,88,C,6.0,5,Dark No street lights,229035,1,4,0,1,0,3,1,5,Not at intersection,3,100,229035.0,N,2208014.278,2354207.558,GLENELG,SOUTH WESTERN REGION,RURAL_VICTORIA,-38.26755,141.66312,3305.0
T20100000441,3/1/10,08.50.00,3,Struck animal,1,Sunday,167,STRUCK ANIMAL                        ,MEL,40,253,C,10.0,1,Day,229396,1,1,1,0,0,0,2,5,Not at intersection,2,999,229396.0,N,2490999.555,2340590.508,MORNINGTON PENINSULA,METROPOLITAN SOUTH EAST REGION,RURAL_VICTORIA,-38.43626,144.89693,3939.0
T20100000545,5/1/10,23.40.00,3,Struck animal,3,Tuesday,167,STRUCK ANIMAL                        ,VCS,9,97,H,4.0,5,Dark No street lights,229409,1,2,2,0,0,0,1,5,Not at intersection,2,100,229409.0,N,2624564.42,2370542.723,LATROBE,EASTERN REGION,RURAL_VICTORIA,-38.158120000000004,146.42123999999998,3825.0
T20100000551,5/1/10,22.24.00,3,Struck animal,3,Tuesday,167,STRUCK ANIMAL                        ,VCS,9,87,C,2.0,5,Dark No street lights,229410,1,2,0,1,0,1,2,5,Not at intersection,3,100,229410.0,N,2155529.559,2375772.019,GLENELG,SOUTH WESTERN REGION,RURAL_VICTORIA,-38.05539,141.0741,3292.0
T20100001155,11/1/10,01.45.00,3,Struck animal,2,Monday,167,STRUCK ANIMAL                        ,VCS,9,417,D,9.0,5,Dark No street lights,233527,1,1,1,0,0,0,1,5,Not at intersection,2,100,233527.0,N,2502598.136,2457148.114,MITCHELL,NORTHERN REGION,RURAL_VICTORIA,-37.38617,145.02934,3758.0
T20100001224,11/1/10,00.30.00,3,Struck animal,2,Monday,167,STRUCK ANIMAL                        ,VCS,9,31,C,6.0,5,Dark No street lights,229508,1,2,0,1,0,1,2,5,Not at intersection,3,100,229508.0,N,2470665.992,2580437.908,CAMPASPE,NORTHERN REGION,RURAL_VICTORIA,-36.2746,144.6735,3561.0
T20100002708,22/1/10,22.25.00,3,Struck animal,6,Friday,167,STRUCK ANIMAL                        ,VCS,9,23,A,9.0,5,Dark No street lights,229781,1,1,0,1,0,0,1,5,Not at intersection,3,100,229781.0,N,2547949.798,2613793.597,MOIRA,NORTH EASTERN REGION,RURAL_VICTORIA,-35.97323,145.53163,3644.0
T20100002988,25/1/10,16.50.00,3,Struck animal,2,Monday,167,STRUCK ANIMAL                        ,MEL,40,81,E,9.0,1,Day,234581,1,1,1,0,0,0,2,2,T intersection,2,50,234581.0,I,2519105.533,2394471.086,DANDENONG,METROPOLITAN SOUTH EAST REGION,MELB_URBAN,-37.95073,145.21738,3175.0
T20100003370,16/1/10,17.00.00,3,Struck animal,7,Saturday,167,STRUCK ANIMAL                        ,,,,,,1,Day,-3,1,1,0,1,0,0,2,5,Not at intersection,3,100,,,,,,,,,,
T20100003635,24/1/10,22.30.00,3,Struck animal,1,Sunday,167,STRUCK ANIMAL                        ,VCS,9,57,G,8.0,5,Dark No street lights,232634,1,1,0,1,0,0,2,5,Not at intersection,3,100,232634.0,N,2355713.07,2456280.903,PYRENEES,WESTERN REGION,RURAL_VICTORIA,-37.38286,143.37052,3373.0
T20100003655,15/11/09,21.30.00,3,Struck animal,1,Sunday,167,STRUCK ANIMAL                        ,VCS,9,33,C,6.0,5,Dark No street lights,230584,1,1,0,1,0,0,2,5,Not at intersection,3,100,230584.0,N,2556849.951,2581653.05,MOIRA,NORTH EASTERN REGION,RURAL_VICTORIA,-36.2624,145.63267,3646.0
T20100003815,30/1/10,04.30.00,3,Struck animal,7,Saturday,167,STRUCK ANIMAL                        ,VCS,9,23,C,9.0,5,Dark No street lights,230271,1,1,1,0,0,0,2,5,Not at intersection,2,100,230271.0,N,2557011.525,2617247.943,MOIRA,NORTH EASTERN REGION,RURAL_VICTORIA,-35.9416,145.63183999999998,3644.0
T20100003884,2/2/10,06.35.00,3,Struck animal,3,Tuesday,167,STRUCK ANIMAL                        ,VCS,9,32,H,6.0,1,Day,230177,1,1,0,1,0,0,2,5,Not at intersection,3,100,230177.0,N,2535873.198,2578680.942,SHEPPARTON,NORTH EASTERN REGION,RURAL_VICTORIA,-36.290209999999995,145.39937,3634.0
T20100003985,2/2/10,20.00.00,3,Struck animal,3,Tuesday,167,STRUCK ANIMAL                        ,,,,,,1,Day,-10,1,2,0,2,0,0,1,5,Not at intersection,3,50,,,,,,,,,,
T20100004369,26/5/09,18.30.00,3,Struck animal,3,Tuesday,167,STRUCK ANIMAL                        ,MEL,40,264,D,4.0,2,Dusk/Dawn,124180,1,1,0,1,0,0,2,5,Not at intersection,3,80,124180.0,N,2522677.646,2430705.77,NILLUMBIK,METROPOLITAN NORTH WEST REGION,RURAL_VICTORIA,-37.62417,145.25691,3759.0
T20100004816,8/2/10,11.15.00,3,Struck animal,2,Monday,167,STRUCK ANIMAL                        ,VCS,9,43,H,3.0,1,Day,230610,2,2,0,1,0,1,1,2,T intersection,3,100,230610.0,I,2406707.282,2545888.945,LODDON,NORTHERN REGION,RURAL_VICTORIA,-36.58183,143.95743000000002,3516.0
T20100005828,12/2/10,17.45.00,3,Struck animal,6,Friday,167,STRUCK ANIMAL                        ,MEL,40,59,H,6.0,1,Day,91882,2,3,0,1,0,2,2,5,Not at intersection,3,60,91882.0,N,2504677.393,2405696.246,BOROONDARA,METROPOLITAN SOUTH EAST REGION,MELB_URBAN,-37.849779999999996,145.05315,3146.0
T20100005881,8/2/10,23.30.00,3,Struck animal,2,Monday,167,STRUCK ANIMAL                        ,MEL,40,45,F,12.0,6,Dark Street lights unknown,230639,1,1,0,1,0,0,2,5,Not at intersection,3,50,230639.0,N,2504002.89,2408004.561,BOROONDARA,METROPOLITAN SOUTH EAST REGION,MELB_URBAN,-37.82898,145.04547,3123.0
T20100006384,18/2/10,00.45.00,3,Struck animal,5,Thursday,167,STRUCK ANIMAL                        ,VCS,9,43,G,6.0,5,Dark No street lights,230715,1,1,0,1,0,0,2,5,Not at intersection,3,100,230715.0,N,2403429.407,2524079.642,LODDON,NORTHERN REGION,RURAL_VICTORIA,-36.778040000000004,143.91804,3551.0
T20100007584,27/2/10,20.45.00,3,Struck animal,7,Saturday,167,STRUCK ANIMAL                        ,VCS,9,90,G,4.0,5,Dark No street lights,230910,1,1,0,1,0,0,1,5,Not at intersection,3,100,230910.0,N,2315444.925,2369546.987,CORANGAMITE,SOUTH WESTERN REGION,RURAL_VICTORIA,-38.15708,142.89422,3265.0
T20100007856,25/2/10,20.15.00,3,Struck animal,5,Thursday,167,STRUCK ANIMAL                        ,VCS,9,62,E,5.0,2,Dusk/Dawn,231031,1,1,0,1,0,0,2,5,Not at intersection,3,100,231031.0,N,2568609.462,2472547.244,MURRINDINDI,NORTH EASTERN REGION,RURAL_VICTORIA,-37.244890000000005,145.7734,3712.0
T20100009194,3/3/10,07.40.00,3,Struck animal,4,Wednesday,167,STRUCK ANIMAL                        ,,,,,,1,Day,-3,2,2,1,0,0,1,2,5,Not at intersection,2,80,,,,,,,,,,
T20100010357,18/3/10,05.45.00,3,Struck animal,5,Thursday,167,STRUCK ANIMAL                        ,VCS,9,49,F,6.0,2,Dusk/Dawn,233422,1,1,1,0,0,0,1,5,Not at intersection,2,100,233422.0,N,2666203.676,2524608.74,ALPINE,NORTH EASTERN REGION,RURAL_VICTORIA,-36.76357,146.86185,3740.0
T20100011298,24/3/10,18.20.00,3,Struck animal,4,Wednesday,167,STRUCK ANIMAL                        ,VCS,9,48,D,3.0,1,Day,231547,1,1,0,1,0,0,2,5,Not at intersection,3,100,231547.0,N,2604352.31,2546084.205,BENALLA,NORTH EASTERN REGION,RURAL_VICTORIA,-36.57891,146.16612,3673.0
T20100011376,20/3/10,19.45.00,3,Struck animal,7,Saturday,167,STRUCK ANIMAL                        ,VCS,9,58,E,2.0,5,Dark No street lights,245817,1,1,0,1,0,0,1,5,Not at intersection,3,100,245817.0,N,2390301.31,2495300.44,CENTRAL GOLDFIELDS,WESTERN REGION,RURAL_VICTORIA,-37.03595,143.76679,3465.0
T20100011751,27/3/10,16.35.00,3,Struck animal,7,Saturday,167,STRUCK ANIMAL                        ,VCS,9,55,J,4.0,1,Day,231730,1,1,1,0,0,0,1,5,Not at intersection,2,100,231730.0,N,2274998.415,2480770.487,NORTHERN GRAMPIANS,WESTERN REGION,RURAL_VICTORIA,-37.14632,142.46669,3401.0
T20100012102,30/3/10,06.00.00,3,Struck animal,3,Tuesday,167,STRUCK ANIMAL                        ,VCS,9,96,H,5.0,2,Dusk/Dawn,231759,1,1,0,1,0,0,1,5,Not at intersection,3,100,231759.0,N,2587686.532,2364856.388,BAW BAW,EASTERN REGION,RURAL_VICTORIA,-38.213570000000004,146.0012,3822.0
T20100013607,21/3/10,01.00.00,3,Struck animal,1,Sunday,167,STRUCK ANIMAL                        ,VCS,9,35,E,9.0,5,Dark No street lights,231853,1,1,1,0,0,0,2,5,Not at intersection,2,100,231853.0,N,2659724.67,2554881.553,ALPINE,NORTH EASTERN REGION,RURAL_VICTORIA,-36.4919,146.78294,3737.0
T20100013618,10/4/10,14.00.00,3,Struck animal,7,Saturday,167,STRUCK ANIMAL                        ,VCS,9,92,G,8.0,1,Day,231854,1,1,0,1,0,0,2,5,Not at intersection,3,100,231854.0,N,2406985.136,2342084.971,SURF COAST,SOUTH WESTERN REGION,RURAL_VICTORIA,-38.41816,143.93506000000002,3235.0
T20100014042,13/4/10,07.00.00,3,Struck animal,3,Tuesday,167,STRUCK ANIMAL                        ,MEL,40,331,F,4.0,5,Dark No street lights,231906,1,1,0,1,0,0,1,5,Not at intersection,3,100,231906.0,N,2463739.761,2432853.552,MELTON,METROPOLITAN NORTH WEST REGION,RURAL_VICTORIA,-37.60439,144.58932,3337.0
T20100014137,13/4/10,02.45.00,3,Struck animal,3,Tuesday,167,STRUCK ANIMAL                        ,VCS,9,419,E,2.0,5,Dark No street lights,231915,1,1,0,1,0,0,2,5,Not at intersection,3,100,231915.0,N,2540925.318,2469127.246,MURRINDINDI,NORTH EASTERN REGION,RURAL_VICTORIA,-37.27733,145.46152,3717.0
T20100014970,18/4/10,16.00.00,3,Struck animal,1,Sunday,167,STRUCK ANIMAL                        ,VCS,9,92,C,9.0,1,Day,232098,1,1,0,1,0,0,2,5,Not at intersection,3,100,232098.0,N,2383258.659,2339611.258,COLAC OTWAY,SOUTH WESTERN REGION,RURAL_VICTORIA,-38.437740000000005,143.66305,3249.0
T20100015177,21/4/10,21.05.00,3,Struck animal,4,Wednesday,167,STRUCK ANIMAL                        ,MEL,40,354,J,11.0,3,Dark Street lights on,35862,1,2,0,0,1,1,1,2,T intersection,1,80,35862.0,I,2477950.332,2423093.594,MELTON,METROPOLITAN NORTH WEST REGION,MELB_URBAN,-37.69278,144.74998,3037.0
T20100015214,20/4/10,10.30.00,3,Struck animal,3,Tuesday,167,STRUCK ANIMAL                        ,VCS,9,80,B,5.0,1,Day,232076,1,1,0,1,0,0,2,5,Not at intersection,3,60,232076.0,N,2552173.131,2422556.735,YARRA RANGES,METROPOLITAN SOUTH EAST REGION,RURAL_VICTORIA,-37.69641,145.59163,3777.0
T20100015808,15/4/10,19.00.00,3,Struck animal,5,Thursday,167,STRUCK ANIMAL                        ,VCS,9,678,H,1.0,2,Dusk/Dawn,49388,1,1,1,0,0,0,2,2,T intersection,2,100,49388.0,I,2513852.304,2525094.037,STRATHBOGIE,NORTH EASTERN REGION,RURAL_VICTORIA,-36.773740000000004,145.15519,3608.0
T20100017808,8/5/10,23.30.00,3,Struck animal,7,Saturday,167,STRUCK ANIMAL                        ,MEL,40,312,J,1.0,5,Dark No street lights,232954,1,1,1,0,0,0,1,5,Not at intersection,2,60,232954.0,N,2548008.738,2397691.69,CARDINIA,METROPOLITAN SOUTH EAST REGION,RURAL_VICTORIA,-37.92067,145.54602,3783.0
T20100018244,2/4/10,10.30.00,3,Struck animal,6,Friday,167,STRUCK ANIMAL                        ,VCS,9,47,F,7.0,1,Day,233488,1,1,1,0,0,0,2,5,Not at intersection,2,100,233488.0,N,2577847.244,2514769.031,BENALLA,NORTH EASTERN REGION,RURAL_VICTORIA,-36.86368,145.87316,3669.0
T20100018783,15/5/10,09.35.00,3,Struck animal,7,Saturday,167,STRUCK ANIMAL                        ,VCS,9,99,E,7.0,1,Day,233374,1,1,0,1,0,0,1,5,Not at intersection,3,100,233374.0,N,2696713.024,2350092.632,WELLINGTON,EASTERN REGION,RURAL_VICTORIA,-38.32978,147.2497,3851.0
T20100018836,15/5/10,05.00.00,3,Struck animal,7,Saturday,167,STRUCK ANIMAL                        ,VCS,9,58,E,2.0,9,Unknown,59991,1,1,0,1,0,0,2,2,T intersection,3,100,59991.0,N,2393645.524,2496987.699,CENTRAL GOLDFIELDS,WESTERN REGION,RURAL_VICTORIA,-37.02113,143.80462,3464.0
T20100019054,12/5/10,10.50.00,3,Struck animal,4,Wednesday,173,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE      ,VCS,9,26,B,8.0,1,Day,234230,1,1,0,1,0,0,1,5,Not at intersection,3,100,234230.0,N,2232664.227,2563002.439,HINDMARSH,WESTERN REGION,RURAL_VICTORIA,-36.39447,142.01931000000002,3414.0
T20100019676,21/5/10,10.40.00,3,Struck animal,6,Friday,167,STRUCK ANIMAL                        ,VCS,9,44,H,7.0,1,Day,233210,1,1,1,0,0,0,1,5,Not at intersection,2,100,233210.0,N,2445099.865,2514694.386,BENDIGO,NORTHERN REGION,RURAL_VICTORIA,-36.865970000000004,144.38421,3551.0
T20100019908,22/5/10,18.30.00,3,Struck animal,7,Saturday,167,STRUCK ANIMAL                        ,VCS,9,89,G,6.0,5,Dark No street lights,233208,1,2,0,2,0,0,1,5,Not at intersection,3,100,233208.0,N,2268034.73,2351278.745,MOYNE,SOUTH WESTERN REGION,RURAL_VICTORIA,-38.31092,142.34771,3282.0
T20100020247,25/5/10,07.10.00,3,Struck animal,3,Tuesday,167,STRUCK ANIMAL                        ,MEL,40,494,A,6.0,1,Day,233415,1,1,0,1,0,0,1,5,Not at intersection,3,100,233415.0,N,2443310.762,2356699.078,SURF COAST,SOUTH WESTERN REGION,RURAL_VICTORIA,-38.28947,144.35208,3217.0
T20100020624,27/5/10,06.30.00,3,Struck animal,5,Thursday,167,STRUCK ANIMAL                        ,VCS,9,425,B,7.0,2,Dusk/Dawn,233436,1,1,0,1,0,0,1,5,Not at intersection,3,100,233436.0,N,2462287.981,2438544.819,MACEDON RANGES,NORTHERN REGION,RURAL_VICTORIA,-37.55305,144.57317,3437.0
T20100020773,27/5/10,23.45.00,3,Struck animal,5,Thursday,167,STRUCK ANIMAL                        ,VCS,9,92,H,2.0,5,Dark No street lights,233177,1,1,0,0,1,0,1,5,Not at intersection,1,100,233177.0,N,2411081.151,2387046.426,GOLDEN PLAINS,SOUTH WESTERN REGION,RURAL_VICTORIA,-38.01356,143.98743000000002,3329.0
T20100021076,29/5/10,02.55.00,3,Struck animal,7,Saturday,167,STRUCK ANIMAL                        ,MEL,40,353,H,10.0,5,Dark No street lights,112033,2,3,0,1,0,2,1,5,Not at intersection,3,100,112033.0,N,2473588.711,2423660.39,MELTON,METROPOLITAN NORTH WEST REGION,RURAL_VICTORIA,-37.68756,144.70054,3335.0
T20100021110,18/3/10,07.00.00,3,Struck animal,5,Thursday,167,STRUCK ANIMAL                        ,MEL,40,16,J,8.0,2,Dusk/Dawn,41432,1,1,1,0,0,0,2,2,T intersection,2,70,41432.0,I,2493234.85,2419338.806,MORELAND,METROPOLITAN NORTH WEST REGION,MELB_URBAN,-37.72685,144.92325,3044.0
T20100021494,2/6/10,03.00.00,3,Struck animal,4,Wednesday,167,STRUCK ANIMAL                        ,VCS,9,427,D,6.0,5,Dark No street lights,233581,1,1,0,1,0,0,1,5,Not at intersection,3,100,233581.0,N,2501215.851,2439269.663,WHITTLESEA,METROPOLITAN NORTH WEST REGION,RURAL_VICTORIA,-37.54728,145.01376000000002,3064.0
T20100021523,24/4/10,18.30.00,3,Struck animal,7,Saturday,167,STRUCK ANIMAL                        ,VCS,9,45,C,8.0,5,Dark No street lights,233593,1,4,0,3,0,1,2,5,Not at intersection,3,100,233593.0,N,2471281.465,2511939.358,BENDIGO,NORTHERN REGION,RURAL_VICTORIA,-36.89196,144.67777,3523.0
T20100022387,7/6/10,14.00.00,3,Struck animal,2,Monday,183,OFF LEFT BEND INTO OBJECT/PARKED VEHICLE          ,VCS,9,34,E,6.0,1,Day,234420,1,2,0,1,0,1,1,5,Not at intersection,3,100,234420.0,N,2608455.406,2575641.471,WANGARATTA,NORTH EASTERN REGION,RURAL_VICTORIA,-36.31208,146.20778,3678.0
